,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
3358,inooo arent they just i wanna just go down there now an meet kyle again i am too obsessed its not fair,6,surprise,0.34773204,0.009192548,0.0038147494,0.0034165662,0.073035836,0.31297868,0.24982955,0.34773204
3359,i need a bear hug and i am going to camp today,5,sadness,0.9270299,0.0029011925,0.00032014982,0.0010418901,0.061634023,0.002370613,0.9270299,0.0047021597
3360,if i could i would send california sunshine your way,3,joy,0.7581577,0.005334106,0.0015461928,0.001636063,0.7581577,0.19000924,0.020599062,0.022717651
3361,i need a present for my mom could anybody help me,5,sadness,0.75295854,0.008334179,0.00027950338,0.0054781437,0.20170407,0.004154642,0.75295854,0.027090993
3362,i am in weirton julie way up north at the tippy top laughing out loud we do not think southern wv folks like us too much,3,joy,0.93823606,0.0018319883,0.00018917787,0.0011290134,0.93823606,0.01028926,0.020520814,0.027803661
3363,learning how to use twitter,4,neutral,0.87608236,0.007904994,0.0015097716,0.010840997,0.017042276,0.87608236,0.021082008,0.06553764
3364,bad mood and i dont feel good too bad no one cares,5,sadness,0.5410113,0.005129755,0.003494998,0.0006412409,0.4360868,0.009353299,0.5410113,0.0042826193
3365,i love you so much just got into my hiding spot gonna go check out datalounge,3,joy,0.90848875,0.0035965922,0.00034104483,0.0026267623,0.90848875,0.049249146,0.01799965,0.01769813
3366,youre diabetic so is my dad i might be too not sure are you still allowed to eat sugar throughout the day,4,neutral,0.49237436,0.011089729,0.0049322457,0.006640325,0.0037391305,0.49237436,0.030144535,0.4510796
3367,i just really want to sleep butmy eyes will not let me,5,sadness,0.984255,0.0070532076,0.00035454385,0.0012040477,0.0019657647,0.0016325759,0.984255,0.0035348625
3368,you should check yourz rayne,4,neutral,0.94212955,0.004613234,0.0023575441,0.0022110888,0.004678658,0.94212955,0.0146121485,0.029397696
3369,i have not had slipons in years since my checkered days matter of fact i only have my torn up all black classics,3,joy,0.976449,0.001801902,0.00022943215,0.00049156474,0.976449,0.0014491645,0.01701465,0.0025643555
3370,ian and i are going to a matinee tomorrow or that is the plan at leastit is going to be too expensive for at night,5,sadness,0.54221535,0.011712815,0.0035032341,0.04928469,0.034406416,0.32142144,0.54221535,0.037456036
3371,he will be here in less than hour,4,neutral,0.5304542,0.0035413776,0.0009298261,0.0023500714,0.026739676,0.5304542,0.025674222,0.4103106
3372,i know but work is so boring i prefer the take on life,5,sadness,0.9866543,0.0044590477,0.00073522975,0.00037414095,0.004810515,0.0018160675,0.9866543,0.0011507467
3373,gmorning hermana thank you for your testimonial it is wonderful posted already,3,joy,0.78455865,0.0022893231,0.00041701077,0.0010161264,0.78455865,0.036949288,0.008774584,0.1659951
3374,ha nothing any man does is right on mothers day except for taking kids off mums hands for whole day,4,neutral,0.3587036,0.21598431,0.08194226,0.006224255,0.11550762,0.3587036,0.10555223,0.11608573
3375,ahhh what are you talking baby hahaha i cant believe youuo heh actually i can life is worth taking risks,6,surprise,0.90774953,0.011847789,0.004865536,0.0048887604,0.035598386,0.01644478,0.01860525,0.90774953
3376,our raid leader made us run drills to practice switching,4,neutral,0.5061357,0.2525057,0.032479636,0.12693898,0.022150492,0.5061357,0.009156072,0.050633356
3377,and clang rocks so you are using it right anyways according to the comments it is in apples gcc too dunno how public though,4,neutral,0.9379362,0.0039298465,0.002418211,0.00075107894,0.010997839,0.9379362,0.0048873504,0.039079368
3378,unlike cierra i look like poop today whatevahh laughing out loud,3,joy,0.6683093,0.0037900505,0.0018072482,0.001319088,0.6683093,0.12527676,0.07779654,0.121701084
3379,off to enjoy a hanami picnic at the cherry tree park hope the weather stays nice,3,joy,0.9392947,0.0013624211,0.00072408735,0.00034621745,0.9392947,0.0376249,0.0056952653,0.014952482
3380,the computer deleted half my apps,0,anger,0.47974014,0.47974014,0.007813548,0.006617575,0.002622075,0.024592018,0.4546344,0.023980362
3381,in whin park on the swings victory is all mine right now,3,joy,0.5424172,0.006681776,0.0008866407,0.0015396287,0.5424172,0.12563613,0.037397776,0.28544074
3382,well it would seem that you can enter nine if you are an individual without a ssnitin or ein according to apple hurray,4,neutral,0.91761625,0.0051562763,0.003383621,0.0017521579,0.0074613527,0.91761625,0.008466988,0.056163393
3383,because its like ten times better than this place laughing out loud and its so beautiful and fun and they have gold coast hot dogslaughing out loud,3,joy,0.9769278,0.0018952346,0.0007463023,0.00027452878,0.9769278,0.0070187165,0.0030944857,0.010042839
3384,whole body is sore from moving hundreds of pieces of luggage last weekend guess i should visit the gymnasium more often,5,sadness,0.78824246,0.011100902,0.010231925,0.015176287,0.017575163,0.11987193,0.78824246,0.03780136
3385,oh you are too kind,6,surprise,0.6187407,0.011270901,0.005583893,0.0030396816,0.15482736,0.18049394,0.026043527,0.6187407
3386,yeah so quick and i am using the addis i bought on sat and it makes it even smoother,3,joy,0.40544406,0.0071307016,0.004452775,0.003080039,0.40544406,0.30816448,0.019339263,0.25238878
3387,i do not even look at their fabric unless i need polar fleece its worth the extra to go to needle and thread,3,joy,0.3388935,0.109141365,0.0075817895,0.0021642467,0.3388935,0.2322571,0.24421419,0.06574771
3388,pleeaaasee come out sun,3,joy,0.35726187,0.021005299,0.0032466988,0.0039101588,0.35726187,0.33528793,0.09236063,0.18692738
3389,ummmlast night when i dmd you you said it was a good question,6,surprise,0.4790206,0.00478829,0.0015536263,0.0030624901,0.034175534,0.46861133,0.008788075,0.4790206
3390,man i am really sorry,5,sadness,0.96847224,0.0010858169,0.0010560427,0.0016950844,0.0018818974,0.006493409,0.96847224,0.019315537
3391,watching the jobros live chat not live though haha,6,surprise,0.44351518,0.007462479,0.004465778,0.002613891,0.06525753,0.19397147,0.2827137,0.44351518
3392,wow tomorrow and then it is over i will never see some of those people again it is kind of sad,6,surprise,0.9604848,0.0017079221,0.0016292766,0.0055407765,0.003814306,0.006947567,0.019875363,0.9604848
3393,ncaa baseball road omaha south carolina just hit a homerun dagger my heart mason south carolina,6,surprise,0.7080703,0.018067982,0.00069609366,0.0056670015,0.046052102,0.0497526,0.17169395,0.7080703
3394,i send messages to greg all the time no answer its ok i still love o a goog luck with your move to erie,5,sadness,0.4327317,0.009672593,0.0006001251,0.0071191285,0.10472409,0.10621379,0.4327317,0.3389386
3395,the honestys to much sorry could not resist,5,sadness,0.9493789,0.0016882472,0.0032957657,0.0018265872,0.0032204431,0.031796433,0.9493789,0.008793593
3396,oh ok i always wondered how that worked i only have the top of my ear done i dont think i could get anything else pierced,6,surprise,0.97132903,0.005030351,0.0022937383,0.008006251,0.001968439,0.008505553,0.0028666093,0.97132903
3397,nooooooooanother headachehopefully not a migraine,5,sadness,0.8055217,0.004503411,0.001465028,0.0146946795,0.0602109,0.081739806,0.8055217,0.031864427
3398,todays a drag for me so bored im about to get into the romance book so i prob wont be on til the morn night twitter babes,5,sadness,0.9353317,0.007961765,0.0006775608,0.0009999037,0.015928464,0.026714833,0.9353317,0.012385811
3399,twitter fam i am about to hop back on aim i went ghost on you all laughing out loud sowwy,3,joy,0.9329742,0.0021446433,0.0003134499,0.0014408443,0.9329742,0.02863183,0.0055479934,0.028947048
3400,i make them good girls go bad,3,joy,0.94904435,0.017135963,0.0009109527,0.0012389024,0.94904435,0.0035000704,0.025909863,0.0022598607
3401,sites that republish my blogs feed often end up higher than my blog on google search results,4,neutral,0.5530164,0.011443754,0.005897513,0.003533116,0.008142066,0.5530164,0.016714728,0.40125242
3402,going to have dinner be back soon,3,joy,0.7862229,0.001848498,0.0010391705,0.0011766779,0.7862229,0.10539584,0.027744807,0.07657207
3403,we can all but hope georgia is still wide awake and has the hiccups,4,neutral,0.866947,0.0025212883,0.0034260433,0.001975784,0.058997616,0.866947,0.057651177,0.008481106
3404,no phone i knew i should have charged it last night sigh,5,sadness,0.71145344,0.015965575,0.0073419865,0.004961593,0.010349255,0.060946744,0.71145344,0.18898137
3405,quite,4,neutral,0.6542868,0.105397485,0.025715625,0.0558083,0.015942566,0.6542868,0.10904606,0.03380322
3406,oh yes level,6,surprise,0.6780669,0.006552316,0.0057828454,0.0073687797,0.023925152,0.2520482,0.02625578,0.6780669
3407,my babys off on his adventure hours in the car up to lake ann mi i admit it i cried a little when the truck pulled out,5,sadness,0.68062913,0.007013543,0.00080000015,0.02370536,0.020599728,0.009403865,0.68062913,0.25784835
3408,i need this right now this is absolutely mindddd blowing i love this so much,3,joy,0.94566923,0.0049825143,0.00031020786,0.0014923862,0.94566923,0.0049990965,0.008271485,0.034275178
3409,frustrated by my stupid iphone i need a blackberry,0,anger,0.5441521,0.5441521,0.018891517,0.31310278,0.010612033,0.0048184576,0.044540137,0.06388305
3410,woo got a fast mobile broadband connection now,6,surprise,0.7591886,0.004090191,0.001967884,0.0016768157,0.0577886,0.1004786,0.07480939,0.7591886
3411,but i really want a sporebat pet,5,sadness,0.9334756,0.006268683,0.0012307821,0.0023781292,0.025271047,0.020516444,0.9334756,0.0108592445
3412,i am still at the mothers day lunch at my uncles house having a nice time,3,joy,0.9858631,0.0009854819,0.0002824466,0.00034857084,0.9858631,0.001787584,0.007478782,0.0032540804
3413,oh i ate pizza last night too i stupidly feel closer to you somehow,5,sadness,0.9308146,0.017718403,0.00059811387,0.004362738,0.013620933,0.0028231842,0.9308146,0.030061932
3414,oh rightsorrynow i get yabut still emailswowcool,6,surprise,0.80044585,0.00822692,0.0024043575,0.0030644613,0.033318788,0.07550777,0.07703183,0.80044585
3415,i had great time in boston thanks to my baby girl httpplurkcomprplmy,3,joy,0.98698986,0.0010964383,0.00014663188,0.0006742889,0.98698986,0.0014508265,0.0044380235,0.005203919
3416,my bad homie,5,sadness,0.93321615,0.01835233,0.013810178,0.0065466897,0.0070555652,0.0051775137,0.93321615,0.015841527
3417,i am awake whats for breakfast lulu on a shingle ha ha ha,4,neutral,0.35120493,0.008462957,0.002216925,0.0108313095,0.15945002,0.35120493,0.20218831,0.26564556
3418,good morning everyone,4,neutral,0.5042529,0.0034844568,0.0018324794,0.0013217932,0.42712903,0.5042529,0.011177287,0.050802026
3419,love this one especially the shoes anyway gmn punya acc lookbook ya,3,joy,0.85160375,0.003981489,0.001977025,0.000702277,0.85160375,0.06844097,0.028995339,0.04429915
3420,shake shake shake shake shake it,2,fear,0.9811196,0.002171696,0.0016165752,0.9811196,0.0019492395,0.0076367115,0.0028316942,0.0026744218
3421,raining again,4,neutral,0.740458,0.009097693,0.011352445,0.010452814,0.0044327807,0.740458,0.17729907,0.04690726
3422,good morning world,4,neutral,0.5212788,0.0033678827,0.0015076265,0.0016127463,0.37605223,0.5212788,0.017075485,0.07910532
3423,i hope that everyone has been having a great week let me know if you think im crazy for hating coffee laughing out loud,3,joy,0.9520965,0.004393352,0.00041340454,0.0011351566,0.9520965,0.012903118,0.005323173,0.023735141
3424,back to best regards,4,neutral,0.93360424,0.0069718314,0.005494294,0.001404664,0.012907311,0.93360424,0.0096545685,0.029963106
3425,time to put the weapons on the charger for the night sleep tight,4,neutral,0.88493633,0.008747287,0.0040635103,0.005437133,0.0103208525,0.88493633,0.040191676,0.046303175
3426,using tiffys computerit feels different from mine the touch is different,6,surprise,0.51263773,0.0075885635,0.0013772286,0.017388653,0.0486339,0.0888569,0.323517,0.51263773
3427,and happy mothers day to all moms you sure are the heart of mankind,3,joy,0.8932454,0.0025897722,0.00031664319,0.00041286106,0.8932454,0.011794727,0.008420995,0.0832196
3428,are they both still talking to you then,6,surprise,0.6155144,0.012385604,0.008938602,0.0037268174,0.0048731803,0.32119405,0.033367332,0.6155144
3429,i want crimson gem saga i will just go play rf guerilla demo repeatedly i mission failed you died so many times from dicking around,5,sadness,0.9319825,0.01548911,0.00056232605,0.0023533232,0.008136164,0.016969528,0.9319825,0.024507092
3430,laughing out loud that was a great movie,3,joy,0.8773673,0.0025280165,0.000941762,0.0013036216,0.8773673,0.047608487,0.0072768023,0.062974
3431,will be having my last v tomorow will have to live off of apples and not caffeine and have to cut down on chocolate bye bye chocy,5,sadness,0.8030943,0.005655247,0.002611515,0.004000561,0.04501715,0.101530775,0.8030943,0.038090423
3432,i was awoken by loud banging and it continues all day good thing i got an early rest last night,6,surprise,0.32877442,0.08828418,0.0010793,0.27473688,0.14899126,0.059962247,0.09817173,0.32877442
3433,lets go,4,neutral,0.89334005,0.008904334,0.0031871963,0.0049083657,0.03909109,0.89334005,0.032484204,0.018084867
3434,feels really sick,5,sadness,0.91107523,0.004129844,0.010962832,0.02847611,0.0021782063,0.016289346,0.91107523,0.026888423
3435,hecks yeah jandy timsamlake is too rawesome,4,neutral,0.5124286,0.0075472514,0.010571523,0.004971262,0.09121185,0.5124286,0.22578672,0.14748281
3436,internet jus cut me off was bout shoot sum guys eye out kandi,5,sadness,0.5265983,0.036493797,0.005350685,0.0041530146,0.034774467,0.2718002,0.5265983,0.12082959
3437,u do not have school today,5,sadness,0.97838545,0.002689174,0.0010820513,0.0008284926,0.0021893028,0.0075647477,0.97838545,0.007260736
3438,not only has it broken but it is mondaydoes this mean monday can be fixd,5,sadness,0.740191,0.018542336,0.0042160316,0.0076656244,0.005116118,0.13888426,0.740191,0.08538464
3439,people at work are stressing me out,0,anger,0.5711097,0.5711097,0.17278066,0.008014622,0.0048823636,0.17356703,0.044301193,0.025344463
3440,rt i have had few hearts the past few days on etsy boo hoototally the same for me too,4,neutral,0.38892385,0.005597868,0.0014035802,0.0022232728,0.09387643,0.38892385,0.13980117,0.36817387
3441,love it when my sister brags but she is too tired too spell bowling right haha its ok i hearts her,5,sadness,0.6976635,0.0072487155,0.0063732914,0.0023796961,0.082027785,0.07126961,0.6976635,0.13303739
3442,never trust someone elses battery operated power tools when you are in a hurry,2,fear,0.50436664,0.10531865,0.01796831,0.50436664,0.004689498,0.32010895,0.016485678,0.031062279
3443,laughing out loud your tweets are so funny i met you in calgary youre awesome cant wait for the next hp movie,6,surprise,0.81163937,0.006144071,0.0007838958,0.0014135182,0.14301899,0.0316994,0.0053007505,0.81163937
3444,is off to work still recovering from an amazing and beautiful weekend have i mentioned how incredible my friends are,6,surprise,0.65878797,0.0023749718,0.00032972413,0.005676044,0.30533347,0.017529843,0.009967938,0.65878797
3445,so as the smell of cigarettes and alcohol at least i like it,1,disgust,0.5925066,0.016750718,0.5925066,0.004157957,0.20541008,0.15103775,0.02746645,0.0026704727
3446,all done no more internship,5,sadness,0.9054916,0.0026225008,0.0019115364,0.0009880696,0.004003243,0.0603657,0.9054916,0.024617303
3447,rest in peace to officer edwards may god continue to bless his family whats up wit cops killing cops seen the same thing happen on the wire,5,sadness,0.4805454,0.25369424,0.013674887,0.0039179926,0.020965364,0.20710067,0.4805454,0.020101395
3448,invasion of the old ladies has just ended still have to clean up not going to be able to make it to the tweetup tonight,4,neutral,0.629425,0.008728436,0.0074537187,0.005016124,0.0081250295,0.629425,0.19008246,0.15116924
3449,s current goal is to lose pounds by next tuesday here i come soooo ready for gatlinburg,3,joy,0.6790026,0.005060361,0.0011044529,0.0026865022,0.6790026,0.1551137,0.053629268,0.10340316
3450,my best friends bought something which i really want,3,joy,0.8306102,0.010641293,0.0014076126,0.0012859445,0.8306102,0.01924984,0.038221244,0.098583825
3451,it depends on your goals how much you want to spend cannondale specialized and cervelo are all good brands,4,neutral,0.9412119,0.004205535,0.001991458,0.0011987252,0.014039242,0.9412119,0.004110312,0.033242807
3452,on the phone to mum,4,neutral,0.7414088,0.021327639,0.0043451195,0.030706314,0.016453195,0.7414088,0.07119181,0.11456708
3453,me tooo,4,neutral,0.6181379,0.009030892,0.0049864994,0.0042388565,0.062635176,0.6181379,0.14647652,0.15449423
3454,my net died so yeah i am sad now,5,sadness,0.9542908,0.0009766738,0.00079732493,0.0008261024,0.0038763024,0.008045753,0.9542908,0.031187085
3455,then am anticipating the next ten days,4,neutral,0.44705468,0.015671138,0.0011701887,0.050978206,0.25513616,0.44705468,0.024763469,0.2052262
3456,i dont know why i follow sme of the people that i do they e anoying and boring note to self unfollow peeps on monday morning,5,sadness,0.81427985,0.019873634,0.0007450748,0.0017692405,0.07148425,0.015239636,0.81427985,0.07660826
3457,yeah when you start reaching your,4,neutral,0.74671394,0.016752457,0.027651168,0.13697536,0.007699819,0.74671394,0.0115248095,0.05268237
3458,getting ready to babysit,4,neutral,0.85838205,0.009275176,0.0052463794,0.008807926,0.027554063,0.85838205,0.05164992,0.039084416
3459,bad migrane and need to go to dancing tonight not a good combination,5,sadness,0.8935534,0.0017079008,0.0013107577,0.0013320645,0.010209658,0.06627187,0.8935534,0.025614444
3460,grinding skyguard rep this is less awful than i anticipated yet still awful last tabard i need,1,disgust,0.5370671,0.02207096,0.5370671,0.2917155,0.001879839,0.0064232377,0.12254336,0.01829996
3461,i dunno if he saw it happy birthday girl,3,joy,0.45378572,0.010235126,0.0029521664,0.0014560922,0.45378572,0.14878097,0.022947619,0.3598423
3462,i am looking forward too see and hear you in norway live fast,3,joy,0.98847955,0.0007297202,0.00019305274,0.0004917605,0.98847955,0.0025339471,0.003519308,0.0040526097
3463,awesome,3,joy,0.48071742,0.012111212,0.044717774,0.04602432,0.48071742,0.032192044,0.017260788,0.36697644
3464,actually working from home tonight you,6,surprise,0.45054772,0.0063207923,0.0035903517,0.0049197567,0.014895156,0.4303545,0.0893717,0.45054772
3465,i want to be at the beach in the sun,3,joy,0.9849558,0.0020572664,0.00036737902,0.00065190956,0.9849558,0.0006543563,0.010117351,0.0011959174
3466,oh i am just so tired,5,sadness,0.5536298,0.007215945,0.008766878,0.01490815,0.0085628005,0.111550756,0.5536298,0.2953656
3467,well my dog still is not at the shelter i hope someone good has him,5,sadness,0.911506,0.0015077998,0.0015116634,0.0017054147,0.01905274,0.053392053,0.911506,0.011324353
3468,well tell me what fashion tips you need and i am your woman hehehe,4,neutral,0.76686025,0.021359729,0.005422561,0.006424659,0.101310186,0.76686025,0.020469947,0.07815265
3469,hello there taylor i miss you its been months love,5,sadness,0.9739936,0.000751246,0.00054446585,0.0005966492,0.0046364777,0.010469204,0.9739936,0.009008364
3470,i wear a lot of white httptinyurlcomdlbltg,4,neutral,0.45686275,0.0065427893,0.0009626611,0.0022301788,0.32305273,0.45686275,0.07474656,0.13560231
3471,always a good idea,3,joy,0.773503,0.0055037737,0.0060603996,0.0020673852,0.773503,0.18651532,0.007950468,0.018399697
3472,i remember those days i was not a big fan of wesley but i really felt for you as a youngster dealing with all that but you won,3,joy,0.9061207,0.0034924333,0.0010504089,0.0020547162,0.9061207,0.0029701053,0.07640988,0.007901787
3473,getting nails done how relaxing benji is only hours away,3,joy,0.4047242,0.003965778,0.00095763564,0.0018766577,0.4047242,0.21672292,0.04152322,0.3302296
3474,not here for long hun head hurts,5,sadness,0.94004285,0.0023091321,0.003305961,0.005294412,0.002376349,0.03752757,0.94004285,0.009143667
3475,at walmart playing hide and seek,4,neutral,0.39310932,0.08730459,0.0012246672,0.3167044,0.056958757,0.39310932,0.09134123,0.053357065
3476,whatever do you mean,4,neutral,0.638992,0.122207165,0.07795293,0.010187433,0.0050370535,0.638992,0.008640556,0.13698284
3477,all of a sudden i am craving broccoli and cheese soup really bad my mouth is watering envisioning a bread bowl in my head,6,surprise,0.91096675,0.018851897,0.0013585187,0.046919666,0.010265473,0.0071680695,0.004469617,0.91096675
3478,that it does just wish more people would notice it,4,neutral,0.70767117,0.016608719,0.011406179,0.0062986044,0.011086231,0.70767117,0.05064862,0.19628045
3479,your test works fine for me tweetdeck is so cool eh,4,neutral,0.5947817,0.012670859,0.0020241847,0.004147505,0.23051476,0.5947817,0.004919279,0.1509417
3480,wish you were here babe,5,sadness,0.3401998,0.0022523364,0.001697832,0.0047575342,0.07482892,0.31280452,0.3401998,0.26345894
3481,this morning i rode behind a guy with a bird cage containing a plastic tyrannosaurus rex attached to his bicycle i could not get a photo,6,surprise,0.61072004,0.04147008,0.015307002,0.27454925,0.0039701075,0.008306,0.045677498,0.61072004
3482,i love summer but i oddly do not want this school year to end,6,surprise,0.5586869,0.03086772,0.0010432487,0.29991877,0.026683189,0.0044191037,0.07838103,0.5586869
3483,laughing out loud at your modestykix roxnow all the gals will be lined up at your door,6,surprise,0.52751625,0.022166949,0.0013929682,0.0061480193,0.12781346,0.26522416,0.049738184,0.52751625
3484,morning how is everone sing to me you tuck me in turn out the light kept me safe and sound at night,4,neutral,0.5276668,0.013163869,0.0026007583,0.07945009,0.02690128,0.5276668,0.1587263,0.19149089
3485,i so cannot be bothered working tomorrow,0,anger,0.98313046,0.98313046,0.0011704782,0.0005363552,0.0018164738,0.0010532629,0.0092956275,0.0029973697
3486,kittens are cute then they grow up and become cats,3,joy,0.7335728,0.014978215,0.0058077364,0.001953348,0.7335728,0.20694931,0.01155021,0.025188435
3487,guess ol tom has another mission impossible some of this is like trying to prove innocence i did not get hugged,4,neutral,0.4071142,0.051097933,0.02745455,0.007435605,0.03199276,0.4071142,0.34665263,0.12825234
3488,hey i was scared last night at because of you and i had several bad nightmares,2,fear,0.99486494,0.000840207,0.00032458873,0.99486494,0.00075893215,0.00081188173,0.0015847838,0.0008146548
3489,gawd people still remember the preggers comment hate you,6,surprise,0.67485946,0.05804957,0.08133159,0.0073701236,0.030063514,0.037894655,0.11043112,0.67485946
3490,oh no my tweetdeck is malfunctioning oil have web will its fixed,6,surprise,0.6158839,0.015492207,0.008425792,0.011788668,0.0066145593,0.07201579,0.2697791,0.6158839
3491,heeeeey you abandoned me here on twitter momma dots,5,sadness,0.58024204,0.009601703,0.0045082755,0.0039328174,0.072434776,0.06979263,0.58024204,0.25948784
3492,yeah freaking sucks,1,disgust,0.7670329,0.17117994,0.7670329,0.00880604,0.001196513,0.009084662,0.038246557,0.0044532605
3493,off the a village may fayre now bag packed ready to bring back homemade goodies,3,joy,0.5043764,0.0066916635,0.0011988172,0.0012484608,0.5043764,0.25836313,0.019220585,0.20890103
3494,followfriday because i have never been added to anyones followfriday either because he is got a cool picture,6,surprise,0.3771313,0.0073247203,0.0026204607,0.001359502,0.31582087,0.23890404,0.056839053,0.3771313
3495,sooo tell me how i lost followers,5,sadness,0.90591216,0.002880967,0.003017139,0.0037098164,0.001872354,0.026635276,0.90591216,0.05597236
3496,thanks for the reply of course it does not really explain it i googled it but found no explanation,4,neutral,0.4420791,0.0074525443,0.003957404,0.0035182738,0.005176171,0.4420791,0.13440996,0.4034065
3497,looking for people,4,neutral,0.58597654,0.020924583,0.014590097,0.070050076,0.031395562,0.58597654,0.0386664,0.23839675
3498,wishes that you would see not with your eyes but with your heart,5,sadness,0.9681065,0.0011170517,0.0013563818,0.002779044,0.002329576,0.01618368,0.9681065,0.008127745
3499,awwww i have got some photos of cute bunnies,6,surprise,0.7416421,0.0031641093,0.0019011043,0.0017141432,0.18919052,0.024681445,0.037706524,0.7416421
3500,long day and i still have to mow the lawn,5,sadness,0.96330756,0.006975752,0.002190425,0.0010504804,0.003949743,0.0044581876,0.96330756,0.018067835
3501,shoot only miles,4,neutral,0.7999077,0.027800595,0.008964077,0.020613225,0.0051091136,0.7999077,0.023810038,0.11379525
3502,why has it been so long since i have talked to you let alone seen you it makes me sad,5,sadness,0.9834447,0.0007622181,0.0006628296,0.00075695524,0.0015239564,0.0041146264,0.9834447,0.008734759
3503,happy mothers day mom,3,joy,0.81272846,0.0046021454,0.00065374956,0.0007309633,0.81272846,0.012532518,0.009967049,0.15878512
3504,i want cookies for breakfast luckily i am an adult and can do that,3,joy,0.95361763,0.0018836716,0.00032265176,0.00079338794,0.95361763,0.009965745,0.012504874,0.020912074
3505,mowing i hate my lawn,0,anger,0.49804345,0.49804345,0.019067362,0.0020373312,0.008247259,0.013742261,0.44417086,0.014691395
3506,you shouldnt have to reset more than once if it does not work right the first time something is up,4,neutral,0.7621298,0.050329596,0.014757403,0.011889906,0.0024577682,0.7621298,0.08488874,0.0735468
3507,yeah i left cause my pc cannot run the client anymore i had thought i would have a new one by now,4,neutral,0.378905,0.0075990963,0.009984595,0.0052439584,0.009667642,0.378905,0.37473327,0.21386641
3508,feeling bad for profile pic,5,sadness,0.975165,0.0029268297,0.006770541,0.009214729,0.0025588179,0.0022474525,0.975165,0.0011166458
3509,capones island in days my summer is just starting,4,neutral,0.49180374,0.006688995,0.0011658836,0.022613278,0.14858577,0.49180374,0.023699317,0.305443
3510,movie then sleep today was good day,3,joy,0.7767739,0.0019405743,0.0011620005,0.00087159,0.7767739,0.13073552,0.02173407,0.06678225
3511,planing on going on a little ride on the mountain bike on monday may be in over to the tower,4,neutral,0.59797174,0.0055754865,0.0034200086,0.057284452,0.00853341,0.59797174,0.045126595,0.28208837
3512,fiesta at my house in my mouth hit me up for the password,0,anger,0.90874827,0.90874827,0.01358737,0.009379813,0.011404403,0.037132174,0.008661275,0.0110866325
3513,the live version is so much better,3,joy,0.8413825,0.0023575302,0.0019730248,0.0013571408,0.8413825,0.103688605,0.011445525,0.03779567
3514,there is no pause button in the game of life,4,neutral,0.76326245,0.013900244,0.008996748,0.016065134,0.0028095732,0.76326245,0.047860347,0.14710556
3515,that is black market material right there my friend,4,neutral,0.4661023,0.010712743,0.00381764,0.0021389637,0.07051432,0.4661023,0.007906427,0.43880755
3516,is getting married in vegas in november by an elvis impersonator am so happy,3,joy,0.9335853,0.0020387096,0.00023372196,0.00060305756,0.9335853,0.0031756652,0.010297629,0.050065894
3517,tried to join the chat but the site would not let me sign in,5,sadness,0.777041,0.17507967,0.0060828915,0.008353326,0.0012813507,0.021324152,0.777041,0.0108376425
3518,where is home,4,neutral,0.8611429,0.0037170236,0.003095256,0.002606869,0.0045251423,0.8611429,0.02861259,0.09630028
3519,singing songs and filming movies what i do best,3,joy,0.9723926,0.0027145986,0.0006081933,0.0012766294,0.9723926,0.013471112,0.0053600706,0.0041768923
3520,their songs make me want to cry,5,sadness,0.7188819,0.017219903,0.008071571,0.008521092,0.08018142,0.10406802,0.7188819,0.06305603
3521,while driving you come across aggressive driving behaviour by another driver you should chase the car to tell the driver how to drive,2,fear,0.85741013,0.12647788,0.0019477787,0.85741013,0.0024271521,0.0051030656,0.0038747739,0.002759261
3522,the mediteranian kitchenoh well cannot get them all right,5,sadness,0.9522932,0.0055835266,0.0011958232,0.002249522,0.002786646,0.008188003,0.9522932,0.027703324
3523,what is wrong,0,anger,0.50622714,0.50622714,0.012279815,0.07260794,0.0016946803,0.13302104,0.23462014,0.039549243
3524,wasn totally awesome seeing the rebooted crew was so nice,3,joy,0.6718902,0.0027951933,0.0006999814,0.0018932794,0.6718902,0.016711067,0.03301535,0.2729949
3525,d thats good to know and i bet he looks just like you,4,neutral,0.39770046,0.0047760825,0.0031691182,0.0011569962,0.24364397,0.39770046,0.029090734,0.32046264
3526,hahhahah that really made me laugh out loud ahahahahahahahahah your fuunny,3,joy,0.8857425,0.007741657,0.0027956332,0.0012465086,0.8857425,0.047264513,0.009739461,0.04546974
3527,i so wish i could get pregnant,5,sadness,0.88698256,0.0022928338,0.00037858935,0.005715649,0.088208415,0.0022503533,0.88698256,0.01417153
3528,im trying to fix it it doesnt do it and its ahi dios mio but u did good laugh out loud,5,sadness,0.37144452,0.011617157,0.0039887647,0.002218319,0.33730727,0.12650673,0.37144452,0.14691725
3529,hiya missed you too what have you been up to,5,sadness,0.88782436,0.002277225,0.0021128522,0.0023601414,0.004422755,0.06336336,0.88782436,0.037639234
3530,out to play,4,neutral,0.89965063,0.0033235606,0.0018233489,0.0013417071,0.020748211,0.89965063,0.020679442,0.052433047
3531,really sick,5,sadness,0.4391452,0.008432755,0.049338542,0.13405122,0.004590924,0.08354606,0.4391452,0.28089526
3532,yay my only on sundays maid came the house will be clean again,5,sadness,0.48848134,0.0042591677,0.0021812322,0.0023830202,0.04178852,0.043482523,0.48848134,0.41742417
3533,thx robban,4,neutral,0.7318936,0.0029949148,0.0012706168,0.0013366794,0.048714343,0.7318936,0.026610097,0.18717971
