serial,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
1157,kk  y closing get out,5,sadness,0.31378922,0.004275244,0.001586647,0.004689022,0.086348124,0.2896479,0.31378922,0.29966387
1158,hes too old school for burnouts just a lap around the track like they used to nascar,4,neutral,0.6981052,0.018272782,0.008722371,0.00643308,0.007355112,0.6981052,0.08101562,0.18009584
1159,hannah slept here last night just gave her her  am bottle and she went right back to sleep but im up lol,4,neutral,0.3841288,0.007842461,0.003564855,0.003584649,0.11896428,0.3841288,0.31911963,0.16279532
1160,aww if i could i would gby ,2,fear,0.4750041,0.03991983,0.005057947,0.4750041,0.009613379,0.016723882,0.37683305,0.0768478
1161,i ate too many kisses,3,joy,0.95446795,0.00408032,0.000583017,0.000503124,0.95446795,0.006417242,0.020233063,0.01371531
1162,thanks for the warning good thing my heart is unbreakable,5,sadness,0.97877604,0.003970748,0.000326041,0.005032059,0.001800806,0.003139109,0.97877604,0.006955231
1163,everyone at my place tomorrow bonfire tofu dogs and austin powers,3,joy,0.93199366,0.027491517,0.002197221,0.004535416,0.93199366,0.019747043,0.001937842,0.012097264
1164, like youre stuff strange voicemails ,2,fear,0.65239125,0.014634186,0.01277333,0.65239125,0.006014494,0.023346867,0.004753845,0.28608596
1165,well done happy for ya,3,joy,0.8144254,0.003120736,0.000723254,0.000522787,0.8144254,0.046964634,0.01999864,0.1142446
1166,oks yes infact we had chatted earlier on nbin as well,4,neutral,0.880237,0.002677873,0.002832484,0.001753007,0.013186182,0.880237,0.013418969,0.08589454
1167,and you as well bro,4,neutral,0.6615841,0.015002845,0.00590052,0.002175538,0.14703502,0.6615841,0.06995941,0.09834262
1168,im sorry i wish that i was there instead it would give you a good excuse to get away from him hehei love you ,5,sadness,0.6011218,0.03919267,0.001356209,0.3292806,0.02046552,0.004458231,0.6011218,0.004125028
1169,true to form bank holiday monday looks like it might be rainy hope it holds off til later familyfriends plan walk and picnic today,5,sadness,0.43971083,0.006361154,0.001350792,0.002047057,0.23924759,0.17790933,0.43971083,0.1333732
1170,how do you call that number from the uk  i really want to call u but i dont know how to xxxxxx,5,sadness,0.8477631,0.003913765,0.000715129,0.007216853,0.004928608,0.049222473,0.8477631,0.08624006
1171,thinks fml should changed to lml love my life,5,sadness,0.72420585,0.002749399,0.00272354,0.00173506,0.023810374,0.08057222,0.72420585,0.1642036
1172,ha im giving spymaster a chance  just curious will miss u,6,surprise,0.8084248,0.002136313,0.000446634,0.003258762,0.01783856,0.05362825,0.11426669,0.8084248
1173,ah i thought management fiat was your own fiat oh well and shripriya or shri if one must shorten it,6,surprise,0.593163,0.013543651,0.002481142,0.007554459,0.06750305,0.2256711,0.090083584,0.593163
1174,loves the nd half of even days orch and jazz band with daddy,3,joy,0.8328532,0.00365306,0.002782457,0.001025897,0.8328532,0.08514865,0.053126696,0.02141003
1175,is tired and turning off the internet you can play on it in the morning,4,neutral,0.50551265,0.00766753,0.00536744,0.002133524,0.010621253,0.50551265,0.42673776,0.041959815
1176,watching walleits so cute but sad,5,sadness,0.9174306,0.0010776,0.000629452,0.000663474,0.028879471,0.009097885,0.9174306,0.042221513
1177,happy star wars day,3,joy,0.75060165,0.005376551,0.000655167,0.000701649,0.75060165,0.019455643,0.012541003,0.21066841
1178,just got notified my podcast was accepted into itunes  of course i then realized it was miss formated fixed now,6,surprise,0.8531261,0.003801725,0.00045193,0.003061191,0.024082065,0.05349221,0.06198471,0.8531261
1179,heyythnxxorinvitingmetourpartyrobillbedownthereonjunethillmissuwhenugotoitaly  txtmehon,4,neutral,0.39270273,0.005651183,0.000953623,0.00460387,0.29347637,0.39270273,0.07200454,0.23060761
1180,is tired of summer already,5,sadness,0.8961719,0.005518942,0.002776275,0.001697552,0.003240123,0.073361136,0.8961719,0.017234115
1181,there mite be a article in the trib bout portia keep an eye out for it,4,neutral,0.890115,0.004443377,0.001098191,0.005979219,0.033246957,0.890115,0.023478217,0.041639
1182,ive given up on pizza  kids would never let me have my fav the hot ones,5,sadness,0.95308197,0.004564986,0.000707003,0.000569178,0.008551318,0.009674807,0.95308197,0.022850709
1183,im hangin out with my cousin holly and tlkin  my grandparents my phone went dead,5,sadness,0.66347504,0.006006099,0.000870729,0.002569405,0.06055673,0.051207386,0.66347504,0.21531455
1184,thats great,3,joy,0.6486581,0.006167107,0.003635306,0.00300125,0.6486581,0.11061955,0.009445012,0.21847366
1185,princess sakura is mine therefor i want to use it on tj grr,4,neutral,0.6589826,0.006097315,0.001367035,0.002166289,0.092181824,0.6589826,0.08320118,0.1560038
1186,i wish i could teach my dog how to play xbox alasno thumbs,5,sadness,0.9671637,0.001151974,0.000534042,0.002472802,0.005080015,0.006754798,0.9671637,0.016842764
1187,cleaning out my room and found this  she took me to wv and insisted on paying for my ticket,4,neutral,0.45987755,0.16176397,0.012227141,0.019765863,0.012267786,0.45987755,0.22186355,0.11223414
1188,thanks im totally bushed today though time for some coding,3,joy,0.5101763,0.006733989,0.003814128,0.002219087,0.5101763,0.23957272,0.1372427,0.100241125
1189,still making icons,4,neutral,0.8006897,0.007958198,0.010012422,0.003732537,0.004472556,0.8006897,0.096540876,0.07659367
1190,gonna go  bed now night tweeters  dont think about me when you sleep  hahah nite all,5,sadness,0.4661719,0.006348846,0.00167124,0.00348348,0.09134414,0.29386553,0.4661719,0.1371149
1191,waiting for my turn on wii fit gym closed,5,sadness,0.6101493,0.011829666,0.001769484,0.012091079,0.005775568,0.12222349,0.6101493,0.23616141
1192,omg is this the sun glimpsing through the clouds woohoo,6,surprise,0.9701637,0.00317943,0.001737997,0.005065385,0.00944157,0.006206319,0.004205581,0.9701637
1193,haha yea i just feel like its being taken the wrong direction used to be a cool place now its a mess,3,joy,0.8977007,0.003811564,0.004007428,0.000924642,0.8977007,0.032593857,0.024162242,0.03679954
1194,shes must be a truly amazing woman for having a phenomenal son,6,surprise,0.83790123,0.003929779,0.001627476,0.004458156,0.074575774,0.07260082,0.004906719,0.83790123
1195,very nicei cleared my head,3,joy,0.9751476,0.001122808,0.000349894,0.000363699,0.9751476,0.007252366,0.004672902,0.011090716
1196,i think itll be more like a casual attendance instead of a review as there might not be another issue of felix by then thanks,3,joy,0.9916836,0.000805205,0.000472545,0.000450253,0.9916836,0.002978904,0.001168267,0.002441156
1197,your pic didnt show up for me boo all the other pics on that site show up but not yours,5,sadness,0.5757889,0.009204456,0.005372698,0.002241567,0.011240794,0.19825861,0.5757889,0.19789296
1198,baby i need you  right here  right now,4,neutral,0.502619,0.003573592,0.001014887,0.001971032,0.22758491,0.502619,0.05610349,0.20713298
1199,umm get ready help my mum give gj his presents when he gets up could be a while wait for people to arrive then party,4,neutral,0.58715796,0.010662946,0.002160987,0.010435644,0.12381753,0.58715796,0.070924394,0.19484048
1200,together,4,neutral,0.72443926,0.02567327,0.01145544,0.010813505,0.09494776,0.72443926,0.10322716,0.029443685
1201,  another prof pic,4,neutral,0.57600296,0.007538267,0.002481419,0.002891921,0.06825255,0.57600296,0.055178523,0.28765434
1202,happy mothers day mom,3,joy,0.81272846,0.004602145,0.00065375,0.000730964,0.81272846,0.012532519,0.009967046,0.15878513
1203,  im not gonna buy onenor two but three i will be the ultimate slaughter machine,5,sadness,0.5787493,0.090748616,0.020642253,0.040243242,0.09121048,0.10268556,0.5787493,0.07572062
1204,asylm yay registered but lost all my friends,5,sadness,0.9769918,0.001891076,0.000698421,0.001121909,0.002176025,0.005336344,0.9769918,0.011784489
1205,church bellss are ringin got to go adieugod bless in german,4,neutral,0.39519456,0.004819003,0.001682293,0.002609436,0.26605427,0.39519456,0.1517734,0.177867
1206,still feel like craaaap and like everyone on earth needs to know this lol have fun birdies,3,joy,0.9403413,0.00367732,0.000809004,0.000672639,0.9403413,0.025241995,0.007248711,0.022009013
1207,watching dor on utv movies again great performance,3,joy,0.7502478,0.002668932,0.000936034,0.001970289,0.7502478,0.13062365,0.02965587,0.083897434
1208,did u watch the spelling bee contest  winner kavya shivshankar  impressive performance  i had not even heared most of the words b,6,surprise,0.86493903,0.003333426,0.000416111,0.001867218,0.071108446,0.037315197,0.021020537,0.86493903
1209,probably not in this weather,4,neutral,0.8591087,0.008774725,0.011986783,0.007094744,0.005542861,0.8591087,0.044697147,0.06279512
1210,some relaxation so much things on my list but really not that much,5,sadness,0.6687272,0.002426366,0.002710035,0.002704661,0.08955344,0.07205822,0.6687272,0.16181996
1211,got your message you are such a twitter freak,6,surprise,0.65301406,0.05004392,0.016666552,0.08531602,0.006984578,0.1814098,0.006565021,0.65301406
1212,no wonder you hate driving and country roads and stuff,0,anger,0.697869,0.697869,0.2343783,0.010911354,0.003122896,0.02271368,0.024276162,0.006728573
1213,heading out to a longband practice last one before our first show on saturday night hope its a good one ,3,joy,0.4043527,0.0229909,0.002947998,0.32284504,0.4043527,0.21296012,0.013189727,0.020713573
1214,says happy mothers day to all the moms out there ,3,joy,0.9725309,0.006987229,0.000258787,0.002042165,0.9725309,0.004138042,0.006041677,0.008001184
1215,sorry to hear your news,5,sadness,0.9661228,0.001157649,0.001431709,0.000959331,0.003182476,0.009893647,0.9661228,0.017252283
1216,ive been there the only place i have flown out of since moving up north really pretty area for flying but very expensive,5,sadness,0.5643016,0.007722345,0.001477858,0.007336124,0.25262818,0.035718177,0.5643016,0.13081579
1217,sad daniel is leaving florida now just gave him a big hug,6,surprise,0.41282701,0.006769175,0.003824751,0.001759702,0.11347959,0.10779955,0.35354024,0.41282701
1218,its mothers dayi already bought and gave my mothers day present to my mother,3,joy,0.70721835,0.009154929,0.000610535,0.001222942,0.70721835,0.07592072,0.025460435,0.18041204
1219,best friend is leaving to go back to school todayi am so sad,5,sadness,0.97093123,0.001142664,0.000414594,0.000482128,0.012080602,0.003231448,0.97093123,0.011717317
1220,hey what about us followers in atl,4,neutral,0.46511674,0.016262054,0.002020279,0.00433459,0.06590293,0.46511674,0.014368636,0.43199486
1221, pm perrrfect universal alignment ,2,fear,0.5157394,0.24924216,0.01444167,0.5157394,0.060688805,0.061469533,0.06849042,0.029928066
1222,has a new nick name  arosh i like i like,4,neutral,0.49548066,0.005603527,0.001269968,0.002496382,0.048891127,0.49548066,0.03228588,0.41397253
1223,i was so bored i decided to iron all my baju sklh thn i realized i hate doing tht so all i did was iron a sleeve hahaha im off to schl,5,sadness,0.86844003,0.011539536,0.000609199,0.001685685,0.06483116,0.014787694,0.86844003,0.03810669
1224,no trump casino in vegas,4,neutral,0.3561461,0.002966407,0.001886983,0.00252816,0.020602843,0.3561461,0.29246378,0.3234058
1225,jimski in my book yes,4,neutral,0.81644106,0.006549487,0.009156062,0.020609628,0.067709,0.81644106,0.02202183,0.057512943
1226,ilooked in my phone book and ur name was the first to show and i was like i got titi number but it was just ur email,6,surprise,0.71072567,0.006690697,0.001445351,0.004359002,0.010489498,0.24983531,0.01645446,0.71072567
1227,asks for karma points please ,2,fear,0.48234567,0.19861175,0.028659942,0.48234567,0.013275484,0.22431804,0.026055293,0.0267338
1228,will do,4,neutral,0.9006852,0.007758242,0.004879052,0.002441533,0.009179835,0.9006852,0.048160013,0.026896179
1229,officially booked for seattle with and its going to be the best birthday weekend ever you made me sad,5,sadness,0.7764519,0.002118803,0.000976184,0.001164505,0.064827174,0.021959554,0.7764519,0.13250181
1230,carter the link doesnt work,5,sadness,0.5772366,0.098690934,0.007552075,0.008331627,0.002670598,0.18719982,0.5772366,0.11831834
1231,m awww our mothers day has been and gone o no work today off out witht he camera in a little while hopefully,5,sadness,0.5805655,0.003697258,0.001608459,0.003063033,0.027449124,0.028735632,0.5805655,0.35488096
1232,i guess you get loads of emails  people asking you stuff al the time but i seriously wonder if you ever read my comments x,6,surprise,0.9720066,0.002862351,0.000580819,0.004270014,0.003264697,0.008513523,0.008502032,0.9720066
1233,up late with nothin  do,5,sadness,0.6257093,0.010413715,0.001653053,0.007774364,0.00974164,0.17555727,0.6257093,0.16915067
1234,ahh i love chinese music haha not gonna see my luff til thursday,5,sadness,0.68627626,0.003272344,0.00200273,0.001918017,0.11653124,0.03871335,0.68627626,0.15128608
1235,people are peoplenooooo id never have guessed thtidiotim grouchy now,0,anger,0.88229233,0.88229233,0.00353521,0.001944198,0.009223991,0.017830364,0.06732872,0.017845163
1236,i see you hannah klein lookin good today,3,joy,0.96024615,0.001171352,0.000291683,0.000403948,0.96024615,0.011151996,0.00897448,0.01776035
1237,aha marie my brothers wallpaper on his phone is dolly the sheep aha im loling,3,joy,0.56094754,0.007684837,0.002027988,0.00141859,0.56094754,0.12353915,0.046585687,0.25779617
1238,its saying that it is the wrong linkit cannot find the address,5,sadness,0.53357804,0.035123248,0.010533695,0.006887171,0.002657763,0.36632973,0.53357804,0.044890333
1239,i know kittie should be a professional,3,joy,0.9427955,0.004740726,0.000335293,0.004050938,0.9427955,0.00762989,0.033359762,0.00708785
1240,sending blessings out to,3,joy,0.45828986,0.005618662,0.001531152,0.001078908,0.45828986,0.30316052,0.09532748,0.13499346
1241,ahh ok enjoy ill miss it,3,joy,0.47130483,0.00536675,0.004488116,0.003446175,0.47130483,0.048006773,0.45419592,0.013191452
1242,so tonights tv viewing bgt or hignfy and reggie perrin wont be tweeting however as minic has hidden ipod,5,sadness,0.62733495,0.003645393,0.001658833,0.001971716,0.0709588,0.20452884,0.62733495,0.0899014
1243,mudweight hauled in for last time by ,2,fear,0.47133428,0.07574885,0.05573215,0.47133428,0.012348607,0.34091306,0.02268835,0.021234725
1244,has dislocated her knee badpainful times gas  air and morphine are fun though,3,joy,0.48482898,0.007167436,0.002593108,0.011818673,0.48482898,0.06703623,0.38862687,0.037928715
1245,i cant believes its already monday the weekend went by soooo fast keeping my fingers crossed that will too,6,surprise,0.8756188,0.005706647,0.000327685,0.001354663,0.043642793,0.03794329,0.035406057,0.8756188
1246,barack obama is a legend just watched his dinner speach it was pretty funny,6,surprise,0.8032144,0.010689339,0.006360019,0.003403064,0.12524237,0.046796672,0.004294204,0.8032144
1247,i got whooped by jason bradbury ace ,2,fear,0.36753204,0.27246755,0.001652151,0.36753204,0.12066154,0.013018014,0.17184348,0.052825183
1248,ouch i wont be down in miami tomorrow morning that sucks its a cruise are you driving back the next saturday,5,sadness,0.90490395,0.006396617,0.003820263,0.002084439,0.010279024,0.032872554,0.90490395,0.039643127
1249,sadd last night in fl going back to ar tomorrow,5,sadness,0.6806657,0.002698791,0.002209735,0.002194056,0.07627144,0.15770504,0.6806657,0.07825533
1250,according to mary chaayaa i look like a sexy emo in my dp i not emo,3,joy,0.61642283,0.003230102,0.000620486,0.002438154,0.61642283,0.027737837,0.040239003,0.30931166
1251,sounds awesome,3,joy,0.9242848,0.001619863,0.001111342,0.002907542,0.9242848,0.005684288,0.002986239,0.06140589
1252,well you are a tricky one so i would say ,2,fear,0.7801607,0.03474044,0.02664836,0.7801607,0.010325231,0.12936634,0.015145507,0.003613432
1253,no my school will start on june two days to go i still dont want l,5,sadness,0.4699621,0.04829263,0.009621553,0.08839393,0.040102463,0.31432572,0.4699621,0.02930154
1254,still no internet today,4,neutral,0.43853492,0.008954105,0.011894252,0.006640111,0.003394739,0.43853492,0.396297,0.13428488
1255,tbh having no credit in your phone sux i cant even text people to see whats happening like its totally grrrsville,5,sadness,0.88392043,0.009189729,0.001505325,0.001731308,0.006602358,0.028512476,0.88392043,0.06853836
1256,gahhhh homework masterchef in half an hour hahah and the recruits,3,joy,0.49159807,0.028004063,0.014093774,0.00691056,0.49159807,0.056790642,0.03900226,0.36360064
1257,this month was a bad month to try and get an advert together for kobold quarterly,1,disgust,0.4281268,0.078946255,0.4281268,0.08083095,0.007975762,0.06282613,0.2985116,0.0427826
1258,im concerned for that family,5,sadness,0.76114947,0.046155505,0.000716357,0.15987544,0.021784868,0.005739498,0.76114947,0.004578927
1259,idk i cant do ,2,fear,0.74702704,0.048337765,0.019705174,0.74702704,0.006764112,0.07217158,0.09445084,0.011543502
1260,only gets spam in her college email account now what a way to rub in graduation,4,neutral,0.5577289,0.075023994,0.02704538,0.00322541,0.011056534,0.5577289,0.025577197,0.30034256
1261,im very much in tune with your words today thanks,3,joy,0.9798169,0.001482145,0.000416041,0.000435893,0.9798169,0.010749941,0.002235939,0.004863089
1262,how are you gonna get them i got bitten,5,sadness,0.38356915,0.14070426,0.009727435,0.2150211,0.003533183,0.0906909,0.38356915,0.15675399
1263,im so sad i missed your calling time i got home from practice too late,5,sadness,0.9886201,0.00112319,0.000388242,0.000487922,0.002329601,0.002102541,0.9886201,0.004948438
1264,im jealous im slaving away at the store and youre chilling on the boat,3,joy,0.8257759,0.01847526,0.000572618,0.00097538,0.8257759,0.019727152,0.12394169,0.010531991
1265,we get so bored with routine lol,5,sadness,0.4882813,0.027085297,0.017958142,0.004984906,0.14924747,0.28373578,0.4882813,0.028707143
1266,what does drink responsibly mean to you please share a tip or two if youre drunk right now ,2,fear,0.72241807,0.13399382,0.014050397,0.72241807,0.003379492,0.095398046,0.025717854,0.005042351
1267,i got up early to pay bills i figured its like a bandaid if i get it over quickly it wont be so bad i was wrong,5,sadness,0.43450072,0.014791577,0.002265069,0.00745251,0.044847496,0.11133596,0.43450072,0.38480666
1268,ooh work im afarid looking forward to a sunny weekeknd tho,3,joy,0.89297235,0.001992134,0.000580108,0.001025148,0.89297235,0.027221283,0.028452687,0.047756348
1269,watch lowkey freestyling and selling his mixtape on  and performing in norwich tonight,3,joy,0.5857782,0.003459345,0.000724224,0.001533636,0.5857782,0.27944747,0.027224008,0.10183319
1270,i feel sorry for my bestie good luck ali,5,sadness,0.9931194,0.000843305,0.000489161,0.000502864,0.001366066,0.001714898,0.9931194,0.001964291
1271,i need one of these was just thinking about it earlier today as i downloaded pictures via usb evernoteeyefi,4,neutral,0.4992269,0.005324295,0.000957605,0.003721839,0.10546323,0.4992269,0.014155727,0.37115037
1272,putting  new consultants to work this week its a good feeling congrats on your offers,3,joy,0.9704058,0.000965159,0.000330269,0.000287178,0.9704058,0.006742487,0.002567149,0.01870192
1273,oh gosh how i want the party to be over and done with already,6,surprise,0.8658886,0.004322715,0.004691577,0.004164096,0.014152306,0.011453988,0.09532674,0.8658886
1274,ive totally not got that job i can just tell,5,sadness,0.9508624,0.002038753,0.001160197,0.002199969,0.005708984,0.017007934,0.9508624,0.021021815
1275,just snappys delivered some tea and ice cream i love my sister,3,joy,0.3619836,0.003971492,0.001491227,0.00092505,0.3619836,0.34441075,0.028168112,0.25904974
1276,eek cant wait to see it as well as everyone elses gahh i dont know what i want lol,3,joy,0.4981783,0.004454079,0.001536062,0.00265968,0.4981783,0.3137019,0.052760966,0.12670891
1277,friday so freakin happy today was an annoying day buuut weekend tgif,3,joy,0.3202442,0.03741808,0.000780716,0.002366091,0.3202442,0.024549203,0.30398455,0.3106572
1278,yep itll be awesome to the max  haha,3,joy,0.9375234,0.002037128,0.000640305,0.000715409,0.9375234,0.01665568,0.007916088,0.034512047
1279, heading off to poole around ish has some serious gardening to do before we go no tweetdeck til sunday evening,5,sadness,0.6735001,0.004823369,0.002221515,0.004195389,0.017363561,0.23911242,0.6735001,0.05878356
1280,too sick for rigging tomorrow,5,sadness,0.7494435,0.004194163,0.018952474,0.05508177,0.002635304,0.13719714,0.7494435,0.03249571
1281,have to go to the dreaded dmv tomorrow,2,fear,0.4931446,0.002841878,0.00410131,0.4931446,0.005491613,0.018184936,0.46853474,0.007700963
1282,is on her way to nottingham icof tonight then no more gigs umtil download fail,5,sadness,0.8480808,0.003389711,0.001123366,0.003679484,0.007209033,0.059049536,0.8480808,0.07746808
1283,how are you,4,neutral,0.5129614,0.013613036,0.002533153,0.009921321,0.003538056,0.5129614,0.021108754,0.4363243
1284, that jasper clip is my first favorite twitter message,3,joy,0.51699764,0.010852243,0.001063149,0.003444747,0.51699764,0.2130547,0.005157616,0.24942988
1285,hey r u back in la right nowwhat was ur favorite part bout europe ive never been out of the country xcept canada xo jenna,3,joy,0.6234762,0.003762434,0.000486957,0.001643695,0.6234762,0.11507318,0.032697532,0.22286002
1286,handz it was quiet unfortunatly but what the hell its good the chill out too right,5,sadness,0.57900095,0.014083615,0.002535953,0.004567799,0.21587239,0.108817816,0.57900095,0.075121485
1287,i wish i could have time for my xbox project all tied,5,sadness,0.9820653,0.001078621,0.000292662,0.001391995,0.006833146,0.001937983,0.9820653,0.006400308
1288,your right how was your trip,4,neutral,0.7749045,0.020908857,0.002220541,0.008537983,0.017974421,0.7749045,0.01898603,0.15646774
1289,ember yay thanks coveri sad ang alist please ,5,sadness,0.9800794,0.004168804,0.00035338,0.004744555,0.004572888,0.002037559,0.9800794,0.004043374
1290,yay i love it when you host money for breakfast jenna lee hrs of you the amazing and so pretty and sexy jenna lee yay,3,joy,0.9267411,0.001822461,0.000427581,0.000589274,0.9267411,0.014674928,0.004260673,0.051483892
1291,gutted the kitchen is empty literally empty no even kidding im so hungry,5,sadness,0.8581993,0.040212505,0.003413261,0.002211998,0.0034866,0.008173574,0.8581993,0.0843028
1292,darn i thought you meant white sox,6,surprise,0.81097716,0.005110154,0.003095452,0.003305422,0.006536274,0.13626544,0.034710135,0.81097716
1293,jtv what i was only gone for  minutes and youre already showing boobage without me,6,surprise,0.7825155,0.004472373,0.001281051,0.002423115,0.013020293,0.10016119,0.09612644,0.7825155
1294,i just got through doing my work now i can take the whole day off its great being your own boss,3,joy,0.97561693,0.001500739,0.000403348,0.000561032,0.97561693,0.00506789,0.006756963,0.010093022
1295,poor you lmao just stick your head out the window,5,sadness,0.3395446,0.19639353,0.09793832,0.004669445,0.009200609,0.30378014,0.3395446,0.04847329
1296,etherreal was my main preoccupation now its etherreals preoccupation humm me  schizophrenic ,2,fear,0.897439,0.052185144,0.002145996,0.897439,0.014493572,0.006501932,0.024494432,0.00273985
1297,dohh is it old i had never heard it im so last year,6,surprise,0.958508,0.0034909,0.003284927,0.004586707,0.004185124,0.017110435,0.008833837,0.958508
1298,instrumentalists like to give singers a hard time but the vocalists job is the toughest when heshe is sick,5,sadness,0.89468735,0.009321919,0.02160208,0.033161405,0.00446532,0.030439448,0.89468735,0.006322457
1299,just got the nashville ihop staff to hit the dougie with me and mayne what a  night,6,surprise,0.40328124,0.006701664,0.001608343,0.003235848,0.14568096,0.28431988,0.15517208,0.40328124
1300,i miss matt today,5,sadness,0.9716915,0.001161609,0.000293273,0.000810712,0.004384218,0.011437008,0.9716915,0.010221681
1301, shifts down  to go then its my birthday but should i be getting excited im turning  which means im almost ,5,sadness,0.24779624,0.039628237,0.002008531,0.20894738,0.14898185,0.15938137,0.24779624,0.19325642
1302,feeling tempted by high volume of jeeps to start an acura wave me too,2,fear,0.9681685,0.006421612,0.00071023,0.9681685,0.012992754,0.000822519,0.005160569,0.005723912
1303,inorite humid as well,4,neutral,0.570254,0.16447161,0.048995398,0.015376054,0.03529645,0.570254,0.11104701,0.054559417
1304,heading back home with a win,3,joy,0.69451183,0.009670772,0.001536031,0.004749666,0.69451183,0.1583302,0.004498455,0.12670307
1305,my stomach hurts,5,sadness,0.9584675,0.002628476,0.005233364,0.007308777,0.001476079,0.015403698,0.9584675,0.009482095
1306,good luck in the pressure test dont worry everything will be great,2,fear,0.660897,0.021020744,0.001174533,0.660897,0.16018072,0.09184541,0.021543497,0.043338083
1307,i really wish i could,5,sadness,0.9599472,0.001976483,0.000400685,0.005885278,0.014356684,0.002542048,0.9599472,0.014891538
1308,im very conflicted here i really like mike but i still have feelings for darrin its really complicated i dont know what to do,3,joy,0.521445,0.12124657,0.001097119,0.026326114,0.521445,0.002525564,0.32374746,0.003612205
1309,i cant,5,sadness,0.8536019,0.01766154,0.005826651,0.008674787,0.008499078,0.07141556,0.8536019,0.034320455
1310,yes maybe but for today i write,4,neutral,0.7445048,0.009314567,0.014608923,0.004566299,0.094258,0.7445048,0.12458549,0.008161873
1311,noticed that yesterday tooim actually really happy about that startrek,3,joy,0.5923899,0.004361885,0.000361314,0.001231003,0.5923899,0.008254236,0.011599826,0.38180193
1312,back to a frizz head again,4,neutral,0.578791,0.022528833,0.02472672,0.006160885,0.010568267,0.578791,0.14330071,0.21392359
1313,okay so yesterday was good went food shopping cooked some chicken tacos and bakes some cookies now i am back at work,3,joy,0.82544994,0.002052289,0.000865946,0.000925359,0.82544994,0.04720961,0.012792313,0.11070449
1314,looking at our photo shoot picscheck out our myspace pics to see themi love them all,3,joy,0.47853068,0.006356807,0.00091434,0.001556834,0.47853068,0.16489768,0.021032354,0.32671133
1315,i had walkathon this morning and im among the first who arrived at the finishing line,3,joy,0.81391805,0.002931022,0.00047003,0.01828011,0.81391805,0.01745778,0.006355529,0.14058743
1316,little beetle not feeling any love searches are bring up zilch bar  peeps that appear funny ,6,surprise,0.44979107,0.044697348,0.024482979,0.08599599,0.108022735,0.26239413,0.024615696,0.44979107
1317,thank ye vaneta much appreciated,3,joy,0.70693314,0.004933019,0.00063522,0.001139495,0.70693314,0.11152034,0.020173986,0.15466483
1318,bitter why hug ,0,anger,0.815783,0.815783,0.011571254,0.14675878,0.001982838,0.009271557,0.012416547,0.002216004
1319,went  see the hannah montana movie wiv jodie on friday and it was well good but i feel nasty for laughing at the lil girl that cryed lol,5,sadness,0.645687,0.32786712,0.00675968,0.001667941,0.012701925,0.001714789,0.645687,0.003601438
1320,  saw a family of five get out of this motor home and into laundromat to clean clothes and bedding,6,surprise,0.8316869,0.011080344,0.020479849,0.004248466,0.023089597,0.06286356,0.04655123,0.8316869
1321,lol me too going out at am isnt as easy as it used to be,6,surprise,0.49208018,0.005351046,0.001148947,0.002366449,0.26309428,0.09637558,0.13958353,0.49208018
1322,quite a few peacocks and oceanographers choice are my new favorites to play,4,neutral,0.5317635,0.006311393,0.001527584,0.002139974,0.31835207,0.5317635,0.022070548,0.11783501
1323,yeahhh uve got plenty of great fans and in spain too u should come and play a gig here,3,joy,0.75961643,0.004420213,0.003137537,0.002806985,0.75961643,0.096560195,0.022736957,0.11072167
1324,im having lunch already ur a lil late buddy,5,sadness,0.8898512,0.013927186,0.001896323,0.001491778,0.011806183,0.024811456,0.8898512,0.05621589
1325,ugh nothing to do in the valley seriously gotta move out of here,5,sadness,0.86137325,0.012259357,0.009075146,0.018352771,0.00729169,0.076797314,0.86137325,0.014850386
1326,no keyboard cat ishas been dead for years play yourself off keyboard cat,5,sadness,0.8467067,0.006484702,0.003836988,0.00194178,0.003825517,0.10709626,0.8467067,0.030108012
1327,that was delicious lets have a walk sometimes with you and your hubby and others me misses you,3,joy,0.88638383,0.001500014,0.001191747,0.000591207,0.88638383,0.01530442,0.08550179,0.009527049
1328,sorry jj i missed that post ill make sure do so next time,5,sadness,0.9344605,0.001345652,0.002304483,0.001414613,0.005563312,0.036943555,0.9344605,0.017967854
1329,deg c in here all this tech in my room does have the major downside of a lot of heat doesnt help its hot outside ,0,anger,0.5204426,0.5204426,0.028230576,0.24879141,0.02767918,0.03161612,0.13585399,0.00738604
1330,wow the last hour of twittering that ive been doing has yet to be sent over to twitter guys bare w me,6,surprise,0.97674745,0.002352626,0.000683982,0.002816367,0.003130822,0.008901286,0.005367455,0.97674745
1331,squabbling with people over the internet is great for my tumblarity but bad for my ego when they have more internet friends than me,5,sadness,0.38863572,0.11829657,0.3287688,0.023564488,0.029133914,0.101277195,0.38863572,0.010323301
1332,will do hun yes yes,4,neutral,0.86396915,0.010363402,0.013550631,0.009130431,0.06935997,0.86396915,0.028844925,0.00478158
1333,leigh thank you just trying to stay in a positive head space to keep pushing through it all hows things at your end,4,neutral,0.46252394,0.016402122,0.002921771,0.001712607,0.21868153,0.46252394,0.037994493,0.25976354
1334,exam is commmmmiinnnnnggggggg ,2,fear,0.4727073,0.07332394,0.010316234,0.4727073,0.027320279,0.23309901,0.07744368,0.10578957
1335,enjoyed this week off work back next week,3,joy,0.9887853,0.00104493,0.000414109,0.000258036,0.9887853,0.001847112,0.002825004,0.004825419
